iata	size	name	country_code	city	lat	lon	pop	heuristic
SAF	medium_airport	Santa Fe Municipal Airport	US	Santa Fe	35.617099762	-106.088996887	67947	0
SAH	medium_airport	Sana'a International Airport	YE	Sana'a	15.4763002396	44.2196998596	1937451	0
SAL	medium_airport	El Salvador International Airport	SV	San Salvador	13.4408998489	-89.0557022095	525990	0
SAN	large_airport	San Diego International Airport	US	San Diego	32.7336006165	-117.1900024414	1307402	0
SAO	medium_airport	Campo de Marte Airport	BR	São Paulo	-23.5090999603	-46.6377983093	10021295	0
SAT	large_airport	San Antonio International Airport	US	San Antonio	29.533700943	-98.4698028564	1327407	0
SAV	large_airport	Savannah Hilton Head International Airport	US	Savannah	32.12760162	-81.20210266	136286	0
SAW	large_airport	Sabiha Gökçen International Airport	TR	Istanbul	40.898601532	29.3092002869	11174257	0
SAY	medium_airport	Siena / Ampugnano Airport	IT	Siena	43.2563018799	11.2550001144	42867	0
SBH	medium_airport	Gustaf III Airport	BL	Gustavia	17.9043998718	-62.8436012268	5988	0
SBN	large_airport	South Bend Regional Airport	US	South Bend	41.7086982727	-86.3172988892	101168	0
SBU	medium_airport	Springbok Airport	ZA	Springbok	-29.6893005371	17.9395999908	10438	0
SBW	medium_airport	Sibu Airport	MY	Sibu	2.2616000175	111.9850006104	198239	0
SBY	medium_airport	Salisbury Ocean City Wicomico Regional Airport	US	Salisbury	38.3404998779	-75.5102996826	30343	0
SBZ	medium_airport	Sibiu International Airport	RO	Sibiu	45.7855987549	24.091299057	151894	0
SCE	medium_airport	University Park Airport	US	State College	40.8493003845	-77.8487014771	42034	0
SCL	large_airport	Comodoro Arturo Merino Benítez International Airport	CL	Santiago	-33.3930015564	-70.7857971191	4837295	0
SCN	medium_airport	Saarbrücken Airport	DE	Saarbrücken	49.2145996094	7.1095099449	181227	0
SCO	medium_airport	Aktau Airport	KZ	Aktau	43.8600997925	51.091999054	147443	2
SCQ	large_airport	Santiago de Compostela Airport	ES	Santiago de Compostela	42.8963012695	-8.415140152	95092	0
SCU	medium_airport	Antonio Maceo International Airport	CU	Santiago	19.9698009491	-75.8354034424	555865	2
SCV	medium_airport	Suceava Stefan cel Mare Airport	RO	Suceava	47.6875	26.3540992737	105796	0
SCW	medium_airport	Syktyvkar Airport	RU	Syktyvkar	61.6469993591	50.8451004028	230139	0
SDB	medium_airport	Langebaanweg Airport	ZA	Saldanha	-32.9688987732	18.1602993011	68284	0
SDD	medium_airport	Lubango Airport	AO	Lubango	-14.9246997833	13.5749998093	102541	0
SDE	medium_airport	Vicecomodoro Angel D. La Paz Aragonés Airport	AR	Santiago del Estero	-27.7655563354	-64.3099975586	354692	0
SDF	large_airport	Louisville International Standiford Field	US	Louisville	38.1744003296	-85.736000061	243639	0
SDJ	medium_airport	Sendai Airport	JP	Sendai	38.1397018433	140.917007446	1063103	0
SDK	medium_airport	Sandakan Airport	MY	Sandakan	5.9008998871	118.0589981079	392288	0
SDL	medium_airport	Sundsvall-Härnösand Airport	SE	Sundsvall/ Härnösand	62.5280990601	17.4438991547	48463	3
SDP	medium_airport	Sand Point Airport	US	Sand Point	55.3149986267	-160.5229949951	976	0
SDQ	large_airport	Las Américas International Airport	DO	Santo Domingo	18.4297008514	-69.6688995361	2201941	0
SDR	medium_airport	Santander Airport	ES	Santander	43.4271011353	-3.8200099468	182700	0
SDV	medium_airport	Sde Dov Airport	IL	Tel Aviv	32.1147003174	34.7821998596	250000	0
SDY	medium_airport	Sidney Richland Municipal Airport	US	Sidney	47.70690155	-104.1930008	5191	0
SEB	medium_airport	Sabha Airport	LY	Sabha	26.9869995117	14.4724998474	130000	0
SEN	medium_airport	Southend Airport	GB	Southend	51.5713996887	0.695555985	163377	0
SFA	medium_airport	Sfax Thyna International Airport	TN	Sfax	34.7179985046	10.6909999847	277278	0
SFB	large_airport	Orlando Sanford International Airport	US	Orlando	28.7775993347	-81.2375030518	238300	0
SFN	medium_airport	Sauce Viejo Airport	AR	Santa Fe	-31.7117	-60.8117	489505	0
SFQ	medium_airport	Şanlıurfa Airport	TR	Şanlıurfa	37.0942993164	38.8470993042	449549	0
SFS	medium_airport	Subic Bay International Airport	PH	Olongapo City	14.7944002151	120.2710037231	221178	0
SFT	medium_airport	Skellefteå Airport	SE	Skellefteå	64.6248016357	21.0769004822	30839	0
SGC	medium_airport	Surgut Airport	RU	Surgut	61.3437004089	73.401802063	300367	2
SGD	medium_airport	Sønderborg Airport	DK	Sønderborg	54.9644012451	9.7917299271	27033	0
SGF	large_airport	Springfield Branson National Airport	US	Springfield	37.24570084	-93.38860321	159498	0
SGN	large_airport	Tan Son Nhat International Airport	VN	Ho Chi Minh City	10.8187999725	106.652000427	3467331	0
SHE	large_airport	Taoxian Airport	CN	Shenyang	41.6398010254	123.483001709	3512192	0
SHJ	large_airport	Sharjah International Airport	AE	Sharjah	25.3285999298	55.51720047	543733	0
SHL	medium_airport	Shillong Airport	IN	Shillong	25.7035999298	91.9786987305	132842	0
SHP	medium_airport	Shanhaiguan Airport	CN	Qinhuangdao	39.9681015015	119.731002808	759718	0
SHR	medium_airport	Sheridan County Airport	US	Sheridan	44.7691993713	-106.9800033569	17444	0
SHV	large_airport	Shreveport Regional Airport	US	Shreveport	32.4466018677	-93.8255996704	199311	0
SIA	medium_airport	Xiguan Airport	CN	Xi'an	34.376701355	109.1200027466	3225812	0
SID	medium_airport	Amílcar Cabral International Airport	CV	Espargos	16.741399765	-22.9493999481	6173	0
SIG	medium_airport	Fernando Luis Ribas Dominicci Airport	PR	San Juan	18.4568004608	-66.0980987549	418140	0
SIJ	medium_airport	Siglufjordur Airport	IS	Siglufjordur	66.1333007813	-18.9167003632	1190	0
SIN	large_airport	Singapore Changi International Airport	SG	Singapore	1.3501900434	103.9940032959	3547809	0
SIR	medium_airport	Sion Airport	CH	Sion	46.2196006775	7.3267598152	28045	0
SIT	medium_airport	Sitka Rocky Gutierrez Airport	US	Sitka	57.0471000671	-135.3619995117	8881	0
SJC	large_airport	Norman Y. Mineta San Jose International Airport	US	San Jose	37.3625984192	-121.9290008545	945942	0
SJD	large_airport	Los Cabos International Airport	MX	San José del Cabo	23.1518001556	-109.7210006714	48518	0
SJI	medium_airport	San Jose Airport	PH	San Jose	12.3614997864	121.04699707	118807	2
SJJ	large_airport	Sarajevo International Airport	BA	Sarajevo	43.8246002197	18.3314990997	696731	0
SJK	medium_airport	Professor Urbano Ernesto Stumpf Airport	BR	Sao jose dos Campos	-23.2292003632	-45.8614997864	613764	0
SJO	medium_airport	Juan Santamaria International Airport	CR	San Jose	9.9938602448	-84.2088012695	335007	2
SJT	medium_airport	San Angelo Regional Mathis Field	US	San Angelo	31.3577003479	-100.4960021973	93200	0
SJU	large_airport	Luis Munoz Marin International Airport	PR	San Juan	18.4393997192	-66.0018005371	418140	0
SJW	medium_airport	Shijiazhuang Daguocun International Airport	CN	Shijiazhuang	38.2807006836	114.6969985962	1992474	0
SKB	medium_airport	Robert L. Bradshaw International Airport	KN	Basseterre	17.3111991882	-62.7187004089	12920	0
SKD	medium_airport	Samarkand Airport	UZ	Samarkand	39.7005004883	66.9838027954	319366	0
SKG	large_airport	Thessaloniki Macedonia International Airport	GR	Thessaloniki	40.5196990967	22.9708995819	354290	0
SKO	medium_airport	Sadiq Abubakar III International Airport	NG	Sokoto	12.9162998199	5.2071900368	563861	0
SKS	medium_airport	Vojens Skrydstrup Airport	DK	Vojens	55.2256011963	9.2639303207	8019	0
SKT	large_airport	Sialkot Airport	PK	Sialkot	32.5355567932	74.3638916016	477396	0
SKX	medium_airport	Saransk Airport	RU	Saransk	54.1251296997	45.2122573853	303394	0
SKZ	medium_airport	Sukkur Airport	PK	Mirpur Khas	27.7220001221	68.7917022705	215657	0
SLA	medium_airport	Martin Miguel De Guemes International Airport	AR	Salta	-24.8560009003	-65.4861984253	512686	0
SLC	large_airport	Salt Lake City International Airport	US	Salt Lake City	40.7883987427	-111.9779968262	186440	0
SLE	medium_airport	Salem Municipal Airport/McNary Field	US	Salem	44.90950012	-123.0029984	154637	0
SLK	medium_airport	Adirondack Regional Airport	US	Saranac Lake	44.3852996826	-74.206199646	5406	0
SLL	medium_airport	Salalah Airport	OM	Salalah	17.0387001038	54.0913009644	163140	0
SLN	medium_airport	Salina Municipal Airport	US	Salina	38.7910003662	-97.6521987915	47707	0
SLP	medium_airport	Ponciano Arriaga International Airport	MX	San Luis Potosí	22.2542991638	-100.930999756	677704	0
SLU	medium_airport	George F. L. Charles Airport	LC	Castries	14.0202	-60.992901	20000	0
SLY	medium_airport	Salekhard Airport	RU	Salekhard	66.5907974243	66.611000061	38025	0
SLZ	medium_airport	Marechal Cunha Machado International Airport	BR	São Luís	-2.5853600502	-44.2341003418	917237	0
SMF	large_airport	Sacramento International Airport	US	Sacramento	38.695400238	-121.591003418	466488	0
SMR	medium_airport	Simón Bolívar International Airport	CO	Santa Marta	11.1196	-74.2306	431781	0
SMW	medium_airport	Smara Airport	EH	Smara	26.7318000793	-11.6847000122	42056	0
SMX	medium_airport	Santa Maria Pub/Capt G Allan Hancock Field	US	Santa Maria	34.89889908	-120.4570007	99553	0
SNA	large_airport	John Wayne Airport-Orange County Airport	US	Santa Ana	33.67570114	-117.8679962	324528	0
SNC	medium_airport	General Ulpiano Paez Airport	EC	Salinas	-2.2049899101	-80.988899231	43862	0
SNF	medium_airport	Sub Teniente Nestor Arias Airport	VE	San Felipe	10.2786998749	-68.7552032471	76766	0
SNN	large_airport	Shannon Airport	IE	Shannon	52.7019996643	-8.9248199463	9673	0
SNU	medium_airport	Abel Santamaria Airport	CU	Santa Clara	22.4922008514	-79.9436035156	250512	0
SOF	large_airport	Sofia Airport	BG	Sofia	42.6966934204	23.4114360809	1152556	0
SON	medium_airport	Santo Pekoa International Airport	VU	Luganville	-15.5050001144	167.220001221	13397	0
SOO	medium_airport	Söderhamn Airport	SE	Söderhamn	61.2615013123	17.0991001129	12022	0
SOQ	medium_airport	Sorong (Jefman) Airport	ID	Sorong-Papua Island	-0.9263579845	131.1210021973	125535	3
SOT	medium_airport	Sodankyla Airport	FI	Sodankyla	67.3949966431	26.6191005707	8942	0
SOU	large_airport	Southampton Airport	GB	Southampton	50.9502983093	-1.3567999601	246201	0
SOZ	medium_airport	Solenzara (BA 126) Air Base	FR	Solenzara	41.9244003296	9.4060001373	1150	0
SPD	medium_airport	Saidpur Airport	BD	Saidpur	25.7591991425	88.9088973999	199422	0
SPI	large_airport	Abraham Lincoln Capital Airport	US	Springfield	39.84410095	-89.67790222	116250	0
SPM	medium_airport	Spangdahlem Air Base	DE	Trier	49.9726982117	6.6925001144	100129	0
SPP	medium_airport	Menongue Airport	AO	Menongue	-14.6576004028	17.7198009491	32203	0
SPR	medium_airport	San Pedro Airport	BZ	San Pedro	17.9139003754	-87.9710998535	8418	0
SPS	large_airport	Sheppard Air Force Base-Wichita Falls Municipal Airport	US	Wichita Falls	33.98880005	-98.49189758	104553	0
SPU	medium_airport	Split Airport	HR	Split	43.538898468	16.2980003357	176314	0
SQQ	medium_airport	Šiauliai International Airport	LT	Šiauliai	55.893901825	23.3950004578	130587	0
SQW	medium_airport	Skive Airport	DK	Skive	56.550201416	9.1729803085	20815	0
SRE	medium_airport	Juana Azurduy De Padilla Airport	BO	Sucre	-19.0070991516	-65.2886962891	224838	0
SRP	medium_airport	Stord Airport	NO	Leirvik	59.7919006348	5.3408498764	11028	0
SRQ	large_airport	Sarasota Bradenton International Airport	US	Sarasota/Bradenton	27.3953990936	-82.554397583	49546	3
SRT	medium_airport	Soroti Airport	UG	Soroti	1.7276899815	33.6227989197	56400	0
SRX	medium_airport	Gardabya Airport	LY	Sirt	31.0634994507	16.5949993134	128123	0
SRY	medium_airport	Dasht-e Naz Airport	IR	Sari	36.635799408	53.1935997009	255396	0
SRZ	medium_airport	El Trompillo Airport	BO	Santa Cruz	-17.8115997314	-63.1715011597	1364389	0
SSA	large_airport	Deputado Luiz Eduardo Magalhães International Airport	BR	Salvador	-12.9086112976	-38.3224983215	2711840	0
SSE	medium_airport	Solapur Airport	IN	Solapur	17.6280002594	75.9347991943	997281	0
SSG	medium_airport	Malabo Airport	GQ	Malabo	3.7552700043	8.7087202072	155963	0
SSH	medium_airport	Sharm El Sheikh International Airport	EG	Sharm el-Sheikh	27.9773006439	34.3950004578	12000	0
SSY	medium_airport	Mbanza Congo Airport	AO	Mbanza Congo	-6.2698998451	14.2469997406	24220	0
SSZ	medium_airport	Base Aérea de Santos Airport	BR	Guarujá	-23.9280567169	-46.2997207642	310424	0
STI	medium_airport	Cibao International Airport	DO	Santiago	19.4060993195	-70.6046981812	1200000	2
STL	large_airport	Lambert St Louis International Airport	US	St Louis	38.7486991882	-90.3700027466	319294	0
STM	medium_airport	Maestro Wilson Fonseca Airport	BR	Santarém	-2.4247219563	-54.7858314514	189047	0
STR	large_airport	Stuttgart Airport	DE	Stuttgart	48.6898994446	9.2219600677	589793	0
STS	medium_airport	Charles M. Schulz Sonoma County Airport	US	Santa Rosa	38.50899887	-122.8130035	167815	0
STW	medium_airport	Stavropol Shpakovskoye Airport	RU	Stavropol	45.1091995239	42.1128005981	702879	2
STY	medium_airport	Nueva Hesperides International Airport	UY	Salto	-31.4384994507	-57.9852981567	99823	0
SUB	large_airport	Juanda International Airport	ID	Surabaya	-7.3798298836	112.7870025635	2374658	0
SUF	medium_airport	Lamezia Terme Airport	IT	Lamezia Terme	38.9053993225	16.2423000336	70501	0
SUG	medium_airport	Surigao Airport	PH	Surigao City	9.7558383256	125.480947495	87832	0
SUI	medium_airport	Sukhumi Dranda Airport	GE	Sukhumi	42.8582000732	41.1281013489	81546	0
SUJ	medium_airport	Satu Mare Airport	RO	Satu Mare	47.7033004761	22.8857002258	112490	2
SUN	medium_airport	Friedman Memorial Airport	US	Hailey	43.50439835	-114.2959976	7960	0
SUV	medium_airport	Nausori International Airport	FJ	Suva	-18.0433006287	178.5590057373	77366	0
SUX	large_airport	Sioux Gateway Col. Bud Day Field	US	Sioux City	42.40259933	-96.38439941	82684	0
SVD	medium_airport	E. T. Joshua Airport	VC	Kingstown	13.1443004608	-61.210899353	24518	0
SVG	large_airport	Stavanger Airport Sola	NO	Stavanger	58.876701355	5.6377801895	121610	0
SVJ	medium_airport	Svolvær Helle Airport	NO	Svolvær	68.2433013916	14.6691999435	4197	0
SVP	medium_airport	Kuito Airport	AO	Kuito	-12.4046001434	16.9473991394	113624	0
SVQ	medium_airport	Sevilla Airport	ES	Sevilla	37.4179992676	-5.8931097984	703206	0
SVX	large_airport	Koltsovo Airport	RU	Yekaterinburg	56.7430992126	60.8027000427	1349772	0
SWA	medium_airport	Shantou Waisha Airport	CN	Shantou	23.4269008636	116.7620010376	1333973	0
SWD	medium_airport	Seward Airport	US	Seward	60.1268997192	-149.4190063477	2693	0
SWF	medium_airport	Stewart International Airport	US	Newburgh	41.5041007996	-74.1047973633	28866	0
SWS	medium_airport	Swansea Airport	GB	Swansea	51.6053009033	-4.0678300858	170883	0
SXB	medium_airport	Strasbourg Airport	FR	Strasbourg	48.5382995605	7.6282300949	274845	0
SXE	medium_airport	West Sale Airport	AU	Sale	-38.090827	146.965335	13186	0
SXF	large_airport	Berlin-Schönefeld International Airport	DE	Berlin	52.3800010681	13.5225000381	3426354	0
SXL	medium_airport	Sligo Airport	IE	Sligo	54.2802009583	-8.5992097855	20228	0
SXM	large_airport	Princess Juliana International Airport	SX	Philipsburg	18.0410003662	-63.1088981628	1400	0
SXQ	medium_airport	Soldotna Airport	US	Soldotna	60.4757003784	-151.033996582	4163	0
SXR	medium_airport	Sheikh ul Alam Airport	IN	Srinagar	33.9870986938	74.7742004395	975857	2
SXZ	medium_airport	Siirt Airport	TR	Siirt	37.9789009094	41.8404006958	114034	0
SYD	large_airport	Sydney Kingsford Smith International Airport	AU	Sydney	-33.9460983276	151.1770019531	4627345	0
SYO	medium_airport	Shonai Airport	JP	Shonai	38.8121986389	139.787002563	210667	0
SYR	large_airport	Syracuse Hancock International Airport	US	Syracuse	43.1111984253	-76.106300354	145170	0
SYT	medium_airport	Saint-Yan Airport	FR	Saint-Yan	46.4124984741	4.0132598877	1112	0
SYX	large_airport	Sanya Phoenix International Airport	CN	Sanya	18.3029003143	109.4120025635	144753	0
SYY	medium_airport	Stornoway Airport	GB	Stornoway	58.2155990601	-6.3311100006	5423	0
SYZ	large_airport	Shiraz Shahid Dastghaib International Airport	IR	Shiraz	29.5391998291	52.5898017883	1249942	0
SZA	medium_airport	Soyo Airport	AO	Soyo	-6.1410899162	12.3718004227	67491	0
SZF	medium_airport	Samsun Çarşamba Airport	TR	Samsun	41.2545013428	36.5671005249	394050	0
SZG	medium_airport	Salzburg Airport	AT	Salzburg	47.7933006287	13.0043001175	150269	0
SZV	medium_airport	Guangfu Airport	CN	Suzhou	31.2630996704	120.4010009766	1343091	2
SZX	large_airport	Shenzhen Bao'an International Airport	CN	Shenzhen	22.6392993927	113.8109970093	3000000	0
SZZ	medium_airport	Szczecin-Goleniów Solidarność Airport	PL	Goleniow	53.5847015381	14.9021997452	22505	0
TAG	medium_airport	Tagbilaran Airport	PH	Tagbilaran City	9.6640796661	123.8529968262	86411	0
TAK	medium_airport	Takamatsu Airport	JP	Takamatsu	34.2141990662	134.01600647	334223	0
TAM	medium_airport	General Francisco Javier Mina International Airport	MX	Tampico	22.2964000702	-97.8658981323	309003	2
TAO	medium_airport	Liuting Airport	CN	Qingdao	36.2661018372	120.374000549	1642245	0
TAP	medium_airport	Tapachula International Airport	MX	Tapachula	14.7943000793	-92.3700027466	197961	0
TAR	medium_airport	Taranto / Grottaglie Airport	IT	Grottaglie	40.5175018311	17.4032001495	31320	0
TAS	large_airport	Tashkent International Airport	UZ	Tashkent	41.257900238	69.2811965942	1978028	0
TAY	medium_airport	Tartu Airport	EE	Tartu	58.3074989319	26.6903991699	101092	0
TAZ	medium_airport	Daşoguz Airport	TM	Daşoguz	41.761100769	59.8266983032	166500	0
TBB	medium_airport	Dong Tac Airport	VN	Tuy Hoa	13.0495996475	109.333999634	69596	0
TBH	medium_airport	Romblon Airport	PH	Romblon	12.3109998703	122.084999084	15316	0
TBJ	medium_airport	Tabarka 7 Novembre Airport	TN	Tabarka	36.9799995422	8.8769397736	13712	0
TBN	medium_airport	Waynesville-St. Robert Regional Forney field	US	Fort Leonard Wood	37.74160004	-92.14070129	15061	0
TBS	large_airport	Tbilisi International Airport	GE	Tbilisi	41.6692008972	44.95470047	1049498	0
TBU	medium_airport	Fua'amotu International Airport	TO	Nuku'alofa	-21.2411994934	-175.1499938965	22400	0
TBW	medium_airport	Donskoye Airport	RU	Tambov	52.806098938	41.48279953	290933	0
TBZ	large_airport	Tabriz International Airport	IR	Tabriz	38.1338996887	46.2350006104	1424641	0
TCA	medium_airport	Tennant Creek Airport	AU	Tennant Creek	-19.6343994141	134.1829986572	3889	0
TCC	medium_airport	Tucumcari Municipal Airport	US	Tucumcari	35.182800293	-103.602996826	5363	0
TCE	medium_airport	Tulcea Airport	RO	Tulcea	45.0625	28.7143001556	92475	0
TCL	medium_airport	Tuscaloosa Regional Airport	US	Tuscaloosa	33.2206001282	-87.6113967896	90468	0
TCM	large_airport	McChord Air Force Base	US	Tacoma	47.1376991272	-122.475997925	198397	0
TCO	medium_airport	La Florida Airport	CO	Tumaco	1.81442	-78.7492	86713	0
TCQ	medium_airport	Coronel FAP Carlos Ciriani Santa Rosa International Airport	PE	Tacna	-18.0533008575	-70.2758026123	280098	0
TCX	medium_airport	Tabas Airport	IR	Tabas	33.6678009033	56.8927001953	49993	0
TDD	medium_airport	Teniente Av. Jorge Henrich Arauz Airport	BO	Trinidad	-14.8186998367	-64.9179992676	84259	0
TDL	medium_airport	Héroes De Malvinas Airport	AR	Tandil	-37.2374000549	-59.2279014587	104325	0
TEA	medium_airport	Tela Airport	HN	Tela	15.7758998871	-87.4757995605	29325	0
TEC	medium_airport	Telêmaco Borba Airport	BR	Telêmaco Borba	-24.3178005219	-50.651599884	58880	0
TED	medium_airport	Thisted Airport	DK	Thisted	57.0688018799	8.7052202225	13020	0
TEQ	medium_airport	Tekirdağ Çorlu Airport	TR	Çorlu	41.1381988525	27.9190998077	202578	0
TET	medium_airport	Chingozi Airport	MZ	Tete	-16.1047992706	33.6402015686	129316	0
TFF	medium_airport	Tefé Airport	BR	Tefé	-3.3829400539	-64.7240982056	44942	0
TFN	large_airport	Tenerife Norte Airport	ES	Tenerife	28.4827003479	-16.3414993286	222417	2
TGD	large_airport	Podgorica Airport	ME	Podgorica	42.3594017029	19.2518997192	136473	0
TGG	medium_airport	Sultan Mahmud Airport	MY	Kuala Terengganu	5.3826398849	103.1029968262	285065	0
TGK	medium_airport	Taganrog Yuzhny Airport	RU	Taganrog	47.2000007629	38.8499984741	279056	0
TGM	medium_airport	Transilvania Târgu Mureş International Airport	RO	Târgu Mureş	46.4677009583	24.4125003815	146863	0
TGO	medium_airport	Tongliao Airport	CN	Tongliao	43.5567016602	122.1999969482	261110	0
TGR	medium_airport	Touggourt Sidi Madhi Airport	DZ	Touggourt	33.0677986145	6.0886697769	49044	0
TGT	medium_airport	Tanga Airport	TZ	Tanga	-5.0923600197	39.0712013245	224876	0
TGU	medium_airport	Toncontín International Airport	HN	Tegucigalpa	14.0608997345	-87.2172012329	850848	0
TGZ	medium_airport	Angel Albino Corzo International Airport	MX	Tuxtla Gutiérrez	16.5636005402	-93.0224990845	481128	0
THE	medium_airport	Senador Petrônio Portela Airport	BR	Teresina	-5.0599398613	-42.8235015869	744512	0
THG	medium_airport	Thangool Airport	AU	Biloela	-24.4939002991	150.5760040283	6309	0
THN	medium_airport	Trollhättan-Vänersborg Airport	SE	Trollhättan	58.3180999756	12.345000267	44522	0
THQ	medium_airport	Tianshui Maijishan Airport	CN	Tianshui	34.5593986511	105.86000061	3500000	0
THZ	medium_airport	Tahoua Airport	NE	Tahoua	14.8756999969	5.2653598785	80425	0
TIA	large_airport	Tirana International Airport Mother Teresa	AL	Tirana	41.4146995544	19.7206001282	374801	0
TID	medium_airport	Bou Chekif Airport	DZ	Tiaret	35.3410987854	1.4631500244	178915	0
TIJ	large_airport	General Abelardo L. Rodríguez International Airport	MX	Tijuana	32.5410995483	-116.9700012207	1376457	0
TIN	medium_airport	Tindouf Airport	DZ	Tindouf	27.7003993988	-8.1670999527	45966	0
TIV	medium_airport	Tivat Airport	ME	Tivat	42.4047012329	18.7233009338	6280	0
TJA	medium_airport	Capitan Oriel Lea Plaza Airport	BO	Tarija	-21.5557003021	-64.7013015747	159269	0
TJI	medium_airport	Trujillo Airport	HN	Trujillo	15.9267997742	-85.9382019043	9646	0
TJM	medium_airport	Roshchino International Airport	RU	Tyumen	57.1896018982	65.3243026733	519119	0
TJU	medium_airport	Kulob Airport	TJ	Kulyab	37.9880981445	69.8050003052	78786	0
TKC	medium_airport	Tiko Airport	CM	Tiko	4.0891900063	9.3605298996	55914	0
TKD	medium_airport	Takoradi Airport	GH	Sekondi-Takoradi	4.8960599899	-1.7747600079	138872	0
TKU	medium_airport	Turku Airport	FI	Turku	60.5140991211	22.2628002167	175945	0
TLH	large_airport	Tallahassee Regional Airport	US	Tallahassee	30.3964996338	-84.3503036499	181376	0
TLL	large_airport	Tallinn Airport	EE	Tallinn	59.4132995605	24.8327999115	394024	0
TLN	medium_airport	Toulon-Hyères Airport	FR	Toulon/Hyères/Le Palyvestre	43.0973014832	6.1460299492	219188	3
TLS	large_airport	Toulouse-Blagnac Airport	FR	Toulouse/Blagnac	43.6291007996	1.3638199568	24263	3
TLV	large_airport	Ben Gurion International Airport	IL	Tel Aviv	32.0113983154	34.8866996765	250000	0
TLX	medium_airport	Panguilemo Airport	CL	Talca	-35.3777999878	-71.6016998291	197479	0
TMB	medium_airport	Kendall-Tamiami Executive Airport	US	Miami	25.6478996277	-80.432800293	399457	0
TME	medium_airport	Gustavo Vargas Airport	CO	Tame	6.45108	-71.7603	29099	0
TMJ	medium_airport	Termez Airport	UZ	Termez	37.2867012024	67.3099975586	140385	0
TML	medium_airport	Tamale Airport	GH	Tamale	9.5571899414	-0.863214016	360579	0
TMR	medium_airport	Aguenar – Hadj Bey Akhamok Airport	DZ	Tamanrasset	22.8115005493	5.4510798454	73128	0
TMS	medium_airport	São Tomé International Airport	ST	São Tomé	0.3781749904	6.7121500969	53300	0
TMT	medium_airport	Trombetas Airport	BR	Oriximiná	-1.4895999432	-56.3968009949	35581	0
TMW	medium_airport	Tamworth Airport	AU	Tamworth	-31.0839004517	150.847000122	47597	0
TMX	medium_airport	Timimoun Airport	DZ	Timimoun	29.2371006012	0.2760330141	49237	0
TNA	large_airport	Yaoqiang Airport	CN	Jinan	36.8572006226	117.216003418	2069266	0
TND	medium_airport	Alberto Delgado Airport	CU	Trinidad	21.7882995605	-79.9972000122	60206	0
TNG	medium_airport	Ibn Batouta Airport	MA	Tangier	35.7268981934	-5.9168901444	688356	0
TNR	medium_airport	Ivato Airport	MG	Antananarivo	-18.7968997955	47.4788017273	1391433	0
TNX	medium_airport	Stung Treng Airport	KH	Stung Treng	13.5319004059	106.0149993896	25000	0
TOE	medium_airport	Tozeur Nefta International Airport	TN	Tozeur	33.9397010803	8.1105604172	34943	0
TOF	medium_airport	Bogashevo Airport	RU	Tomsk	56.3802986145	85.2082977295	485519	0
TOL	large_airport	Toledo Express Airport	US	Toledo	41.58679962	-83.80780029	287208	0
TOM	medium_airport	Timbuktu Airport	ML	Timbuktu	16.7304992676	-3.0075800419	32460	0
TOQ	medium_airport	Barriles Airport	CL	Tocopilla	-22.1410999298	-70.0628967285	24460	0
TOS	large_airport	Tromsø Airport	NO	Tromsø	69.6832962036	18.9188995361	52436	0
TPA	large_airport	Tampa International Airport	US	Tampa	27.9755001068	-82.533203125	335709	0
TPL	medium_airport	Draughon Miller Central Texas Regional Airport	US	Temple	31.1525001526	-97.4077987671	66102	0
TPQ	medium_airport	Amado Nervo National Airport	MX	Tepic	21.419500351	-104.8430023193	280592	0
TRC	medium_airport	Francisco Sarabia International Airport	MX	Torreón	25.5683002472	-103.411003113	524066	0
TRD	large_airport	Trondheim Airport Værnes	NO	Trondheim	63.4578018188	10.9239997864	147139	0
TRG	medium_airport	Tauranga Airport	NZ	Tauranga	-37.6719017029	176.1959991455	110338	0
TRI	large_airport	Tri Cities Regional Tn Va Airport	US	Bristol/Johnson/Kingsport	36.4752006531	-82.4074020386	48205	3
TRN	large_airport	Torino / Caselle International Airport	IT	Torino	45.2008018494	7.6496300697	870456	2
TRQ	medium_airport	Tarauacá Airport	BR	Tarauacá	-8.1552600861	-70.7833023071	16526	0
TRR	medium_airport	China Bay Airport	LK	Trincomalee	8.5385103226	81.1819000244	108420	0
TRS	medium_airport	Trieste / Ronchi Dei Legionari	IT	Trieste	45.8274993896	13.4722003937	187056	0
TRU	medium_airport	Capitan FAP Carlos Martinez De Pinillos International Airport	PE	Trujillo	-8.081410408	-79.1088027954	747450	0
TRV	large_airport	Trivandrum International Airport	IN	Trivandrum	8.4821195602	76.9200973511	784153	0
TRW	medium_airport	Bonriki International Airport	KI	Tarawa	1.3816399574	173.1470031738	40311	0
TSE	large_airport	Astana International Airport	KZ	Astana	51.0222015381	71.4669036865	345604	0
TSF	large_airport	Treviso / Sant'Angelo Airport	IT	Treviso	45.648399353	12.1943998337	77604	0
TSJ	medium_airport	Tsushima Airport	JP	Tsushima	34.2849006653	129.330993652	67658	0
TSN	large_airport	Tianjin Binhai International Airport	CN	Tianjin	39.1244010925	117.346000671	3766207	0
TSR	medium_airport	Timişoara Traian Vuia Airport	RO	Timişoara	45.8098983765	21.3379001617	315053	0
TSV	medium_airport	Townsville Airport	AU	Townsville	-19.2525005341	146.7649993896	196219	0
